UUID,Name,Birthday,Gender,Class
7c830efb-1f04-4d29-a88e-58aff79c6eb7,Ly Anh Thanh,08/05/2003,True,35bd0afd-a226-41b2-9d59-7b9a08c979ab
db40eb16-d176-4d90-ac32-5bc0065bbbc1,Ho Anh Phuong,07/01/2002,False,e816ee8b-9f0f-444a-8cee-af8951ade50c
b58de809-32e0-42ed-bcfb-c00cbe2475e7,Vo Thi Minh,19/09/2001,True,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
538aa40f-e4e1-4a87-a894-a1da3f835234,Nguyen Thuy Anh,05/05/2003,True,d9020432-d533-412f-b45e-8055b12f8aa8
942aa69e-7b45-4aba-a9af-3d5523c8db79,Ly Thi Khanh,01/02/2003,False,79af7c4d-fc04-4e3f-8797-3b4f544c643a
42f7690b-2397-4707-a631-db9c8f06d1b4,Ly Thi Dat,06/04/2001,True,1d49910e-2347-44c2-9564-ea49aff0c942
23354acb-9e83-40ff-b619-1028667c4308,Le Van Hoa,19/03/2001,True,464dc6f2-3bcf-4cfc-a922-947545b1aebc
d4f15e14-dc94-4e6c-bd56-c3a7d1565520,Ho Van Thanh,04/09/2002,True,d60a7dbd-3a21-4374-bbd5-721f9b24280f
c06a0fb1-47db-4aba-839b-7cd20dbf8c76,Nguyen Minh Long,15/01/2004,True,0d46d460-844c-4a3b-87b1-64a334f1f329
3263f8fd-9c33-4e20-a196-8ad648db3391,Tran Minh Hoa,16/08/2004,True,488082a4-e02c-49ee-a50c-644bcd829e8c
79722558-2bb9-4d73-847e-909019898fae,Nguyen Van Minh,13/03/2001,False,488082a4-e02c-49ee-a50c-644bcd829e8c
8523630a-c859-432e-b05f-07835c6ce9a9,Ho Thuy Long,06/02/2003,True,286924e5-e58b-4fb9-aa93-75ef04554d0f
3880a997-8072-40b5-8b13-1b2b7d95d9c6,Ho Hoang Bao Anh,05/09/2001,True,5b1ac475-f73f-4654-8b26-637c4240acda
f2cd5245-2dac-47e4-8d87-9587c7084915,Ly Thuy Minh,08/12/2001,True,ce96e559-933c-4715-85a8-7a8e03e25f79
81ac0e90-94f8-4eae-9c87-cbf530cadfc8,Ho Anh Minh,20/04/2001,True,5b1ac475-f73f-4654-8b26-637c4240acda
294e364c-c736-440c-82b7-42558e2d449e,Nguyen Hoang Bao Uyen,08/06/2003,False,ce96e559-933c-4715-85a8-7a8e03e25f79
9828ea41-757d-4bfb-b711-b6dcc6fc9274,Tran Hoang Bao Anh,24/03/2002,False,5b1ac475-f73f-4654-8b26-637c4240acda
488fcaff-44f0-49c2-9dd3-e1d67f23b22b,Nguyen Minh Anh,15/06/2001,True,e816ee8b-9f0f-444a-8cee-af8951ade50c
eb77cf99-be69-400e-b5fe-cfe6d2f6b499,Tran Anh Anh,03/01/2002,False,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
1764af97-2954-4d25-8904-828ec09bc2b9,Tran Anh Uyen,28/10/2001,False,286924e5-e58b-4fb9-aa93-75ef04554d0f
32c76c4b-b598-4b54-9916-e62bf4bdf3a6,Ly Minh Uyen,08/11/2004,False,286924e5-e58b-4fb9-aa93-75ef04554d0f
d1de91c0-91f2-4e06-a8d7-249f821ef94a,Tran Thuy Uyen,19/01/2004,False,464dc6f2-3bcf-4cfc-a922-947545b1aebc
1bcec66d-b0cc-4f03-88a5-e88b0c1d9cf9,Nguyen Hoang Bao Hoa,18/07/2001,True,a1262a3c-5b85-452a-a901-705f71db11f4
f2270426-b844-456d-854b-7fd31ba0fe67,Le Van Trang,14/07/2004,False,d0259ae6-76fb-45ce-9670-4faee9205de5
62aa1e59-ed44-43d9-a219-5e74315ec716,Tran Thuy Uyen,20/04/2003,False,79af7c4d-fc04-4e3f-8797-3b4f544c643a
92e23dab-d66b-42ff-a6d1-82fa4016a8f5,Le Thi Phuong,09/10/2001,False,488082a4-e02c-49ee-a50c-644bcd829e8c
04d0cc8d-baed-40a6-8ce3-1e561ccd06d4,Le Thi Dat,20/03/2004,True,464dc6f2-3bcf-4cfc-a922-947545b1aebc
2174b800-7e78-46fc-a876-6ffc58b6c972,Vo Hoang Bao Uyen,04/08/2003,False,488082a4-e02c-49ee-a50c-644bcd829e8c
2954c0fc-6f03-491e-aabd-c8dd0f8be6e3,Tran Thuy Uyen,14/05/2004,False,35bd0afd-a226-41b2-9d59-7b9a08c979ab
a00c1ad9-097a-412f-8d1e-9999fd42d6df,Vo Hoang Bao Van,30/08/2004,False,79af7c4d-fc04-4e3f-8797-3b4f544c643a
7bfccd56-8162-4f32-b294-b7d702e2594c,Le Anh Hoa,18/03/2003,True,d0259ae6-76fb-45ce-9670-4faee9205de5
230d0547-85e3-4a91-bef8-63095c527740,Tran Van Khanh,20/05/2003,True,488082a4-e02c-49ee-a50c-644bcd829e8c
c5300e78-c917-4cd6-b6aa-57ed72ddab65,Ho Thuy Anh,08/08/2001,False,1d49910e-2347-44c2-9564-ea49aff0c942
050462a5-2bea-41ca-b1ae-61e250cc5775,Nguyen Anh Khanh,11/09/2004,False,9906c6ed-1187-4684-ae42-6f6e230d8181
ec8fe4e7-332c-417f-9e60-80d0d17874ad,Ho Anh Uyen,24/12/2002,False,1d49910e-2347-44c2-9564-ea49aff0c942
e6841bab-4c9a-44d8-87bf-be8005422da3,Vo Thuy Hoa,30/05/2001,True,66ddd97a-be04-4b10-b0d6-9bea0146ad55
e3e1ede0-0a72-4f98-9070-1e179b0374cd,Tran Anh Anh,08/05/2002,False,d0259ae6-76fb-45ce-9670-4faee9205de5
9eed82a2-48db-4d18-845e-556da6d79ef7,Ho Minh Anh,14/08/2003,False,d0259ae6-76fb-45ce-9670-4faee9205de5
9086e201-824d-4ad4-9157-d88f430e1ccf,Nguyen Thuy Khanh,23/10/2001,False,488082a4-e02c-49ee-a50c-644bcd829e8c
b9615480-2480-4641-826d-cdfbdeef411b,Ly Minh Uyen,30/04/2002,False,d9020432-d533-412f-b45e-8055b12f8aa8
b4e1a3eb-2a6f-43fa-8f13-78f17791428f,Le Anh Anh,14/12/2001,False,0d46d460-844c-4a3b-87b1-64a334f1f329
cc16791a-3243-4e89-8319-95289429c745,Ho Thi Trang,19/03/2003,False,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
c0633d31-ae90-41fc-923d-12fe601a89b2,Vo Thuy Phuong,08/11/2001,False,286924e5-e58b-4fb9-aa93-75ef04554d0f
b499eae3-9f86-4436-864d-aa453ecc52b3,Le Anh Phuong,17/10/2004,False,d60a7dbd-3a21-4374-bbd5-721f9b24280f
b960b224-dc68-484d-a1be-3aefc6aa5192,Tran Thuy Uyen,09/08/2002,False,d60a7dbd-3a21-4374-bbd5-721f9b24280f
4bcf5692-d26b-4fb5-8001-851845a5d055,Ly Thi Khanh,20/09/2003,True,5b1ac475-f73f-4654-8b26-637c4240acda
32011964-06b9-426d-aff7-daf9e7b58f0d,Ly Anh Trang,14/12/2004,False,35bd0afd-a226-41b2-9d59-7b9a08c979ab
ed37deaf-6197-49ab-9eb9-83bdea6eb56a,Nguyen Hoang Bao Phuong,21/07/2002,True,464dc6f2-3bcf-4cfc-a922-947545b1aebc
8cfcb806-0b55-4d90-806b-a8314a700b91,Tran Thi Dat,05/10/2002,True,0d46d460-844c-4a3b-87b1-64a334f1f329
2a5b2b6e-a114-4771-a243-18adb192a115,Ly Anh Khanh,14/06/2002,False,66ddd97a-be04-4b10-b0d6-9bea0146ad55
02ebea8d-e603-49ad-99c1-d67b0a934d4b,Tran Thuy Trang,04/09/2003,False,66ddd97a-be04-4b10-b0d6-9bea0146ad55
765ba5bc-ec01-40ec-9c73-040a21586866,Ho Thi Minh,28/09/2002,True,9906c6ed-1187-4684-ae42-6f6e230d8181
7127ceb7-fe94-4bf1-b47d-9614b21c4f5a,Nguyen Minh Phuong,17/11/2004,False,d60a7dbd-3a21-4374-bbd5-721f9b24280f
759f2f58-0ecb-4dd9-8b49-e635b233ead9,Vo Van Minh,17/09/2002,False,a1262a3c-5b85-452a-a901-705f71db11f4
48c110b1-8f6a-4cac-862e-d815df21d9da,Le Van Minh,17/02/2002,False,e816ee8b-9f0f-444a-8cee-af8951ade50c
54d6fbe4-fc94-4cda-a03b-4345212280a7,Tran Anh Anh,30/04/2003,True,d9020432-d533-412f-b45e-8055b12f8aa8
abf6708d-6b6c-416b-b8a8-c74259eb331c,Tran Van Dat,20/03/2001,True,9906c6ed-1187-4684-ae42-6f6e230d8181
91306f42-49f3-4f4e-b0f3-73f1effeac34,Ly Thuy Trang,09/03/2001,False,66ddd97a-be04-4b10-b0d6-9bea0146ad55
76907c05-461c-408e-95af-21cabaee38c6,Ho Van Hoa,06/07/2003,True,a1262a3c-5b85-452a-a901-705f71db11f4
09e9020a-7e40-4234-a739-bc371302cf4f,Vo Thi Thanh,03/12/2002,True,a1262a3c-5b85-452a-a901-705f71db11f4
7ea2c6fa-c3ce-445a-b029-2b68b8d82f95,Nguyen Hoang Bao Minh,24/12/2003,True,d0259ae6-76fb-45ce-9670-4faee9205de5
7950e351-883d-44e9-b698-f0ae737d1d72,Ly Anh Phuong,13/02/2002,True,5b1ac475-f73f-4654-8b26-637c4240acda
70934b34-7d7a-4a52-b889-bb4886d196b6,Ly Minh Phuong,01/02/2001,False,66ddd97a-be04-4b10-b0d6-9bea0146ad55
33c07af0-e619-45bb-8251-de2326f1b9f5,Vo Anh Phuong,21/08/2003,False,79af7c4d-fc04-4e3f-8797-3b4f544c643a
9c14d8df-33d5-4f83-9c12-ce691f1fc5e9,Ho Thuy Anh,23/12/2001,False,d0259ae6-76fb-45ce-9670-4faee9205de5
5ac37d98-acff-417a-8413-e7cfd29aa736,Vo Hoang Bao Long,13/04/2003,True,d60a7dbd-3a21-4374-bbd5-721f9b24280f
514ec3b1-dfa1-4180-993d-45575986f7fe,Ly Van Long,22/04/2003,True,d9020432-d533-412f-b45e-8055b12f8aa8
bf603359-89ce-4f79-b0d4-e1a60b359e2e,Ly Hoang Bao Uyen,23/12/2001,False,35bd0afd-a226-41b2-9d59-7b9a08c979ab
c1ab560b-3eec-4ad2-b390-cd4f8389b203,Ly Hoang Bao Khanh,09/12/2001,False,d9020432-d533-412f-b45e-8055b12f8aa8
f3ba2924-b499-4557-aa12-c08c98f56f6e,Vo Thuy Phuong,29/07/2003,True,e816ee8b-9f0f-444a-8cee-af8951ade50c
65a80098-d417-4e13-87b0-e05a1bb99e7e,Nguyen Minh Hoa,12/03/2004,True,464dc6f2-3bcf-4cfc-a922-947545b1aebc
3cceb436-dad1-48cb-9b55-b62e0d07b5fd,Ho Thi Anh,23/02/2003,True,0d46d460-844c-4a3b-87b1-64a334f1f329
00eb2651-bae6-4830-a09a-ced6897cee67,Vo Thuy Khanh,30/11/2001,False,d0259ae6-76fb-45ce-9670-4faee9205de5
7b58830d-5eb0-4a00-827d-f67bf7a11c96,Nguyen Van Hoa,28/11/2004,True,66ddd97a-be04-4b10-b0d6-9bea0146ad55
b34f7cfa-9c25-4864-80ae-ceb40b225d3a,Ly Anh Minh,29/04/2003,True,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
0cc16807-9b73-4ee1-a11f-767740d040f3,Ly Minh Phuong,13/01/2001,False,a1262a3c-5b85-452a-a901-705f71db11f4
a88025b9-4b7c-4039-9092-a62806f333ee,Vo Thuy Thanh,30/03/2001,True,66ddd97a-be04-4b10-b0d6-9bea0146ad55
df7c997a-2b6e-4e9b-bbca-fbf94541da22,Le Thi Khanh,04/08/2002,False,488082a4-e02c-49ee-a50c-644bcd829e8c
2adbf1d7-fddb-4110-ae61-5fec3b6b3698,Tran Minh Anh,24/12/2004,False,9906c6ed-1187-4684-ae42-6f6e230d8181
2b53f598-4336-44f2-8bad-97e78f2e97dd,Vo Thi Anh,27/11/2001,True,a1262a3c-5b85-452a-a901-705f71db11f4
4edbdbe8-8e64-4704-88cd-f5b88c882592,Ly Van Phuong,04/05/2003,False,d60a7dbd-3a21-4374-bbd5-721f9b24280f
b1090f63-0f75-4fd4-ba0f-e61c56b0b2c6,Tran Van Minh,06/12/2003,False,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
6700706c-40f1-40f6-b8ad-b8ac29e0b53d,Vo Thi Phuong,18/03/2003,False,a1262a3c-5b85-452a-a901-705f71db11f4
40fe8127-1eaf-44ef-8b67-5b5d4bebfc59,Tran Minh Khanh,10/06/2004,False,d60a7dbd-3a21-4374-bbd5-721f9b24280f
12e6c9fd-8e2f-40ad-a3b7-faac06351051,Le Minh Anh,01/05/2001,False,79af7c4d-fc04-4e3f-8797-3b4f544c643a
ee7b838d-9489-46b5-ada5-bcf41ace3cb5,Vo Anh Hoa,13/06/2003,True,9906c6ed-1187-4684-ae42-6f6e230d8181
83bd2d0b-fb32-4d86-9f52-b8e9b3739408,Ho Anh Khanh,01/10/2001,False,e816ee8b-9f0f-444a-8cee-af8951ade50c
17164658-c252-4b2d-9f54-c31deda13161,Ly Thi Long,13/08/2004,True,488082a4-e02c-49ee-a50c-644bcd829e8c
49975eef-be42-4146-a65b-604c2fee1ec9,Ly Minh Khanh,10/09/2002,False,a1262a3c-5b85-452a-a901-705f71db11f4
21a89279-66c7-493f-9781-4ab635b13c66,Ho Thi Long,25/04/2004,True,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
8563cb3a-b149-4195-86cd-c026798addd5,Le Hoang Bao Khanh,01/06/2003,True,ce96e559-933c-4715-85a8-7a8e03e25f79
7b4951ce-4045-4518-adc5-936db1856e3f,Vo Thuy Trang,23/06/2002,False,a1262a3c-5b85-452a-a901-705f71db11f4
38c10181-0ee2-45ce-b66a-96f36ac726b5,Vo Hoang Bao Uyen,21/03/2001,False,a1262a3c-5b85-452a-a901-705f71db11f4
4784b8e4-d2e3-415e-9505-fd929b8805c5,Le Thuy Trang,10/01/2004,False,488082a4-e02c-49ee-a50c-644bcd829e8c
d14f511a-2ec8-413c-8446-86d414664d21,Le Thuy Anh,11/03/2002,False,5b1ac475-f73f-4654-8b26-637c4240acda
68430ef3-8f32-4ad3-b436-ef95a3120f2c,Vo Thi Uyen,13/07/2003,False,1d49910e-2347-44c2-9564-ea49aff0c942
acc54746-7b9c-4211-8d72-dc0e6ad3d54a,Ho Minh Minh,11/02/2002,True,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
c7b84ddc-c2e3-48f0-b9dc-69238e5e7426,Vo Thuy Long,05/11/2004,True,5b1ac475-f73f-4654-8b26-637c4240acda
3afe08f9-9b10-4f14-abbc-a6613c048b47,Ly Thuy Anh,20/08/2002,False,ce96e559-933c-4715-85a8-7a8e03e25f79
2869847c-c41f-47eb-8900-799941921194,Tran Minh Minh,22/04/2001,False,464dc6f2-3bcf-4cfc-a922-947545b1aebc
612b4d8e-1337-4f63-b53d-2533903be1fd,Ho Thi Long,23/11/2003,True,d0259ae6-76fb-45ce-9670-4faee9205de5
2df2dd0a-45fd-46cd-ae0b-c9d44504d8ec,Nguyen Van Van,15/06/2003,False,464dc6f2-3bcf-4cfc-a922-947545b1aebc
acadd0bf-93a0-445d-b429-9adddd1cb50b,Ly Thi Phuong,13/10/2004,False,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
ad5dae7d-87a7-415e-92e3-35f6cc409563,Tran Thuy Phuong,27/04/2004,True,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
c1e8bedb-64a1-4cdd-8e7a-bf27e6420c72,Ly Thi Minh,07/11/2004,False,a1262a3c-5b85-452a-a901-705f71db11f4
2d2c20f2-1d73-4955-b19e-6e49296a43bc,Nguyen Anh Khanh,19/08/2003,False,e816ee8b-9f0f-444a-8cee-af8951ade50c
72903b7f-ec7e-434e-8075-46bab080e8cc,Ho Van Van,04/11/2001,False,79af7c4d-fc04-4e3f-8797-3b4f544c643a
897dc440-6655-401d-beb4-2206dd1872df,Tran Van Long,03/02/2002,True,d0259ae6-76fb-45ce-9670-4faee9205de5
f3895e9b-7ad7-438a-993c-5a40ebf3dc8f,Vo Hoang Bao Trang,23/07/2002,False,286924e5-e58b-4fb9-aa93-75ef04554d0f
427473df-9159-4dfa-80da-49d5f565788a,Le Van Dat,14/02/2003,True,286924e5-e58b-4fb9-aa93-75ef04554d0f
19c7dedb-c38e-4eb1-9652-cc117c5f979c,Tran Minh Long,26/01/2004,True,286924e5-e58b-4fb9-aa93-75ef04554d0f
f90842ba-c567-4fad-b526-45188ecf38f2,Tran Hoang Bao Trang,08/11/2004,False,e816ee8b-9f0f-444a-8cee-af8951ade50c
82df4af6-d57b-42aa-b5c5-4729231b5c55,Tran Hoang Bao Thanh,08/09/2004,True,464dc6f2-3bcf-4cfc-a922-947545b1aebc
165e698f-cabc-4ee0-b942-8cc3e1b12943,Le Van Uyen,11/04/2004,False,286924e5-e58b-4fb9-aa93-75ef04554d0f
ee120b92-b4a0-4300-9513-9f5654795b56,Le Anh Phuong,29/04/2004,True,9906c6ed-1187-4684-ae42-6f6e230d8181
2cf403dd-6475-4fce-ac33-e886ca660beb,Nguyen Minh Hoa,28/05/2002,True,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
9a9415a8-32df-4cbb-925f-2a64fd0d8f0f,Vo Thuy Anh,06/01/2003,False,464dc6f2-3bcf-4cfc-a922-947545b1aebc
797ec403-df7c-4651-b325-78ee13b4d9e1,Tran Van Minh,27/04/2001,False,5b1ac475-f73f-4654-8b26-637c4240acda
44d276f9-f117-48e6-9b78-223b7ea05980,Le Van Phuong,03/07/2003,False,1d49910e-2347-44c2-9564-ea49aff0c942
fc55b375-f25c-472e-aeed-d15f45c381c4,Tran Anh Phuong,10/03/2003,False,d9020432-d533-412f-b45e-8055b12f8aa8
559e5f32-ad42-46e5-a790-2d803aa56a95,Ho Van Van,29/09/2002,False,35bd0afd-a226-41b2-9d59-7b9a08c979ab
93126489-7c6d-4275-9eeb-9ebf5389b943,Ho Thuy Hoa,13/12/2003,True,e816ee8b-9f0f-444a-8cee-af8951ade50c
d9e965ef-6098-4b00-a95b-faf9edc54602,Ho Thuy Minh,14/11/2002,False,d9020432-d533-412f-b45e-8055b12f8aa8
acc1919b-4368-4d10-a8f4-5cd032f0dba6,Ly Minh Thanh,23/02/2004,True,0d46d460-844c-4a3b-87b1-64a334f1f329
f6492d09-d00e-463b-8bb4-1dc126138be2,Ly Thuy Anh,13/10/2003,True,66ddd97a-be04-4b10-b0d6-9bea0146ad55
d07830f9-84da-4882-ba93-6986081197e3,Tran Thuy Khanh,05/09/2002,True,ce96e559-933c-4715-85a8-7a8e03e25f79
4ec9ab47-bc7f-41ae-b156-bdec27b7b172,Le Van Minh,25/08/2001,False,488082a4-e02c-49ee-a50c-644bcd829e8c
81a28c4e-0d29-447b-92f8-84c1158289cc,Nguyen Minh Minh,25/04/2004,False,ce96e559-933c-4715-85a8-7a8e03e25f79
40a952aa-4671-4ae1-a300-c1f0d5b2d9ba,Ho Anh Thanh,13/07/2001,True,e816ee8b-9f0f-444a-8cee-af8951ade50c
4dd4deee-04c3-4d15-838f-0992dd60d3d6,Ly Anh Phuong,12/04/2003,True,488082a4-e02c-49ee-a50c-644bcd829e8c
c4593708-2eae-4325-bdd4-75fe82d1b4a7,Ly Minh Phuong,02/01/2003,True,286924e5-e58b-4fb9-aa93-75ef04554d0f
7c931fe2-f543-406c-a500-6ecaddc68abd,Ly Hoang Bao Trang,02/03/2003,False,9906c6ed-1187-4684-ae42-6f6e230d8181
81a768fa-8331-45bb-bedd-0dd35d1e4f83,Vo Anh Phuong,08/08/2004,False,1d49910e-2347-44c2-9564-ea49aff0c942
0bc8a435-0488-47c0-99b7-700b516085f6,Tran Anh Trang,02/11/2004,False,488082a4-e02c-49ee-a50c-644bcd829e8c
772cbb53-3c6e-449f-84c0-beb4fbc0e588,Vo Thuy Hoa,24/04/2003,True,a1262a3c-5b85-452a-a901-705f71db11f4
8e83b91d-4f5f-4f15-bc6f-3483e3e628a1,Vo Minh Trang,23/06/2001,False,d9020432-d533-412f-b45e-8055b12f8aa8
792513e3-39b3-47f6-abaa-424b6906e619,Ho Thi Long,19/05/2001,True,5b1ac475-f73f-4654-8b26-637c4240acda
2d7c36a8-4a6e-4204-9df2-4ed159d604da,Le Anh Anh,22/06/2001,True,35bd0afd-a226-41b2-9d59-7b9a08c979ab
2885ba33-8524-488f-bec1-29bc5e814567,Nguyen Thi Phuong,30/05/2003,False,e816ee8b-9f0f-444a-8cee-af8951ade50c
6b1c87f0-7c51-419b-9a14-24f1ead52e95,Nguyen Anh Phuong,07/12/2003,False,35bd0afd-a226-41b2-9d59-7b9a08c979ab
c8dde7b9-e121-46d8-90a5-dc22b3e4a8d7,Ly Minh Minh,26/04/2004,False,35bd0afd-a226-41b2-9d59-7b9a08c979ab
809649e6-42a1-4205-a453-150c1972b27e,Tran Van Dat,14/02/2001,True,ce96e559-933c-4715-85a8-7a8e03e25f79
83c2882d-ebed-4304-bdf9-1826dc90aab9,Nguyen Hoang Bao Thanh,26/06/2001,True,e816ee8b-9f0f-444a-8cee-af8951ade50c
31bb8688-1803-4bf3-ba8f-22bb06f99ecb,Ho Hoang Bao Uyen,03/04/2003,False,a1262a3c-5b85-452a-a901-705f71db11f4
51e71906-8134-4370-80c3-a807320d6dde,Nguyen Hoang Bao Anh,25/10/2002,False,a1178f9f-f768-4dd3-b1bf-7909ca57ad11
cebd2252-0718-4811-9375-5816ad64c00f,Nguyen Thi Minh,15/04/2001,True,66ddd97a-be04-4b10-b0d6-9bea0146ad55
dd5b485e-16f6-4101-9306-3f2b433c9737,Nguyen Van Khanh,13/03/2001,False,d9020432-d533-412f-b45e-8055b12f8aa8
83c025ea-6d01-424a-aab5-cedb20827963,Le Thi Anh,24/09/2004,False,66ddd97a-be04-4b10-b0d6-9bea0146ad55
0e0a1803-0d58-4b12-bfbe-0dc19fdc6c25,Ly Hoang Bao Minh,12/05/2001,True,286924e5-e58b-4fb9-aa93-75ef04554d0f
